"rumah_sakit","specialty","golongan","service_code","nama_layanan"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","BESAR 2","BOTD010382","Removal of Spine Implants"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","BESAR 2","BOTD010393","Soft Tissue Release dan Enhancement pada Kasus Fraktur Habitual"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","BESAR 2","BOTD010394","Soft Tissue Release pada Kelainan Cerebral Palsy, Arhtogryposis, Spina Bifida"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","BESAR 2","BOTD010400","ORIF Jari Miniplate"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","BESAR 2","BOTD010406","ORIF Fracture Intra Artikuler Sederhana"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","BESAR 2","BOTD010411","ORIF Fracture Clavicula Comminutive"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","BESAR 2","BOTD010413","ORIF Tibial Plateau Cominutif"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","BESAR 2","BOTD010415","Operation on The Clavicle, Acromion, AC Joint"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","BESAR 2","BOTD010418","Multiple Screwing Simple Collum Femur"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","BESAR 2","BOTD010419","Radiofrekuensi Lumbal"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","BESAR 2","BOTD010422","Skin Flap Multiple"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","BESAR 2","BOTD010427","Fracture Distal Plateau Komplek"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","BESAR 2","BOTD010432","Mozaic Plasty Surgery"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","BESAR 2","BOTD010433","Locking Nailing (Humerus, Femur, Tibia)"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","BESAR 2","BOTD010435","Acromioplasty Arthroscopy"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","BESAR 2","BOTD010439","Tens Double (Radius-Ulna, Tibia, Femur)"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","BESAR 2","BOTD010440","Corrective Surgery for Bone, Joint Deformities"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","BESAR 2","BOTD010441","Single Flexor Tendon Grafting"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","BESAR 2","BOTD010447","Other Arthrotomy"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","BESAR 2","BOTD010450","Rekonstruksi Soft Tissue"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","BESAR 2","BOTD010451","Rekonstruksi Sendi"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","BESAR 2","BOTD010453","Amputasi Large Limb/ Joint"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","BESAR 2","BOTD010456","Elbow Arthroscopy"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","BESAR 2","BOTD010457","Release Contracture per Arthroscopy"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","BESAR 2","BOTD010462","ORIF Trimaleolus"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","BESAR 2","BOTD010466","Arthroscopy Knee"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","BESAR 2","BOTD010471","Joint Stiffness Liberation"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","BESAR 2","BOTD010472","OREF"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","BESAR 2","BOTD010478","Wide Excision Tumor"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","BESAR 2","BOTD010481","ORIF Tibia Proximal/ Distal + Penyulit"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","BESAR 2","BOTD010482","ORIF Femur Distal + Penyulit"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","BESAR 2","BOTD010487","Thenar Flap"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","BESAR 2","BOTD010489","Abdominal Flap"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","BESAR 2","BOTD010490","Pasang K - Wire ≥ 4 Jari"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","BESAR 2","BOTD010491","Foraminotomy (Posterior Approach Spondylitis)"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","BESAR 2","BOTD010493","Fraktur Amputasi 1 - 2 Jari + Debridement"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","BESAR 2","BOTD010494","Tenoraphy 1 Tendon"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","BESAR 2","BOTD010497","Fiksasi Eksterna Kompleks"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","BESAR 2","BOTD010500","Debridement Soft Tissue"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","BESAR 2","BOTD010587","ORIF Plate and Screw Clavicula Kompleks"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010007","Amputasi Forequarter"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010008","Amputasi Hindquarter"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010038","Eksisi Tophus > 5 buah"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010044","Pasang C Clamp Pelvis"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010052","Free Flap Transfer"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010075","ORIF Fracture Intertrochanter Femur"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010077","ORIF Fracture Lama/ Malunion/ Nonunion/ Neglected"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010085","Pelvis Osteotomi"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010092","Reseksi Tumor Tulang Panjang + Fiksasi"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010114","Repair LCL/ MCL"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010126","Open Reduction Dislokasi Sendi Jari"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010134","Bankhart Procedure"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010135","Bristow Latarjet Procedure"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010139","Acromioplasty"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010140","Arthroscopy Diagnostic Shoulder"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010142","Subacrominal Decompression"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010145","Rotator Cuff Repair by Arthroscopy"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010148","Spine Anterior Debridement"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010149","Spine Posterior Debridement"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010150","Spine Discectomy"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010151","Spine Fusion"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010152","Spine Disc Replacement"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010153","Spine Decompression"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010154","Spine Instrumentation"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010155","Hip Arthroscopy"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010156","Arthroscopy Debridement"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010157","Lateral Plica Release"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010158","Meniscus Repair/ Menisectomy"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010159","Medial Plica Release"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010160","Microfracture Technique"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010161","Arthroscopic Fracture Fixation"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010172","Acetabuloplasty"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010173","Debridement + Hardware Removal of Infected Joint Replacement"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010174","Hemiarthroplasty"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010175","Mosaic Chondroplasty"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010187","ORIF dengan Interlocking Nail dengan Penyulit"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010190","ORIF Fracture Plate Khusus dengan Penyulit"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010194","Revision Arthroscopic Surgery"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010195","Revision Spine Surgery"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010200","Operasi Plif dengan Penyulit"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010204","Rekonstruksi Dislokasi Shoulder Mini Open dengan Penyulit"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010206","Hemiarthroplasty Bipolar dengan Penyulit"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010209","Arthroscopy Ankle dengan Penyulit"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010210","Arthroscopy Wrist Joint dengan Penyulit"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010220","Major Desloughing, Wound Debridement of Spine"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010253","Vertebroplasty"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010271","Crush Injury Kompleks"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010282","Mozaic Plasty dengan Penyulit"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010284","ORIF Calcaneus dengan Penyulit"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010288","Chondroplasty dengan Penyulit"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010289","Shrinkage Acl dengan Penyulit"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010295","Locking Proximal Humerus Plate dengan Penyulit"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010298","Reconstructive Procedure of Shoulder + Penyulit"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010299","Reconstructive Surgery of Pattelar Habitual Dislocation + Penyulit"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010300","Triple Artrodesis dengan Penyulit"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010309","Sendi (Jari), Various Lesions, Replacement Arthroplasty"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010311","Arthroscopy Partial Meniscectomy, Loose Bodies Removal dengan Penyulit"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010312","Repair ACL"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010313","Repair PCL"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010325","Closed Reduction Internal Fixation (CRIF) K Wire Colles"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010328","Debridement dan Anterior Fusion in TB Spine (without Implant)"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010329","Debridement dan Anterior Fusion in TB Spine + Stabilization"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010337","HIP Disarculation, Shoulder Disarticulation, Hemiarthroplasty"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010340","Less Invasive Stabillitation System (LISS)"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010341","Ligamen Reconstructive Surgery, Arthroscopic Assisted/ Guided"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010342","Limb Leg Inequality - Bone Lengthening Transport"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010343","Limb Lengthening/ Operasi Rekonstruksi pada Anak yang Menggunakan Alat Khusus"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010346","Multiple Nerve Repair (Eg. Brachial, Plexus Injury)"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010347","Multiple Tendon Grafting"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010348","Multiple Tendon Transfer"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010351","Open Disectomy (1 Level)"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010352","Open Door Laminoplasty"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010353","Open Reduction Dislokasi Panggul dengan Acetabuloplasty"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010356","Operation Flat Foot"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010357","ORIF Acetabulum dan Pelvis"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010360","ORIF Fracture Intra Artikular Kompleks"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010373","Posterior Lumbar Interbody Fusion (PLIF)"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010374","Posterolateral Fusion/ Alartransverse Fusion"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010379","Rekonstruksi Panggul pada Bladder Eksthropy"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010396","TLIF (Transforaminal Lumbar Interbody Fusion)"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010397","Total Disc Replacement (1 Level)"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010410","ORIF Tibial Plateau Single Plate"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010417","ORIF Jari Cominutif"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010423","Bankhart Procedure Arthroscopy"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010424","Knee Joint Recontruction"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010425","Ligament Repair Ankle Joint Patella Shrinkage"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010429","Fracture Tibial Plateau Condylus"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010430","Dynamic Hip Screw (DHS)"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010431","Hemi Hip Replacement"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010455","Acromioclavicular (AC) Joint Arthroscopy"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010458","Ulnar Collateral Ligament (UCL) Reconstruction"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010459","Radial Collateral Ligament (RCL) Reconstruction"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010467","Arthroscopy + Repair Meniscus"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010474","OREF + Penyulit"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010480","Rekonstruksi Kontraktur"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010483","Ankle ATFL Recontruction"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 1","BOTD010492","Reseksi + Rekonstruksi Tumor Muskuloskeletal"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 2","BOTD010074","ORIF Fracture Acetabulum"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 2","BOTD010076","ORIF Fracture Pelvis"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 2","BOTD010143","Biceps Tendon Repair"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 2","BOTD010144","Labrum Repair"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 2","BOTD010146","SLAP (Superior Labrum Anterior and Posterior) Lesion Repair"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 2","BOTD010147","Scoliosis Surgery"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 2","BOTD010162","Anterior Cruciate Ligament (ACL) Reconstruction"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 2","BOTD010163","Lateral Collateral Ligament (LCL) Reconstruction"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 2","BOTD010164","Medial Collateral Ligament (MCL) Reconstruction"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 2","BOTD010165","Arthroscopy Medial Patello Femoral Ligament (MPFL) Reconstruction"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 2","BOTD010166","Posterior Cruciate Ligament (PCL) Reconstruction"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 2","BOTD010167","Arthroscopy Ekstraksi Loose Bodies"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 2","BOTD010168","Reseksi Anterior Impingement"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 2","BOTD010169","Reseksi Posterior Impingement"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 2","BOTD010176","Elbow Replacement"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 2","BOTD010177","Revisi Joint Replacement"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 2","BOTD010178","Total Hip Replacement"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 2","BOTD010179","Total Knee Replacement"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 2","BOTD010180","Total Shoulder Replacement"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 2","BOTD010181","Megaprostesis"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 2","BOTD010182","Replantasi"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 2","BOTD010183","Replantasi Multiple Jari/ Single Tangan/ Lengan"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 2","BOTD010199","Operasi Flat Foot dengan Penyulit"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 2","BOTD010201","Operasi Posterolateral Fusion dengan Penyulit"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 2","BOTD010203","Re Operasi Hemiartroplasty Amp dengan Penyulit"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 2","BOTD010207","Arthroscopy Ankle"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 2","BOTD010239","Total Patellectomy + Corrective Osteotomy + Eksisi Tumor Jinak + Bone Graft"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 2","BOTD010277","Vertebroplasty dengan Penyulit"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 2","BOTD010283","Repair Tendon Multiple"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 2","BOTD010285","Anterior dan Posterior Surgery in Spinal Deformities with Stabilization + Penyulit"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 2","BOTD010286","Meniscektomi dengan Penyulit"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 2","BOTD010287","Meniscoplasty dengan Penyulit"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 2","BOTD010293","Hemiarthroplasty dengan Penyulit"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 2","BOTD010294","Less Invasive Stabilization System dengan Penyulit"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 2","BOTD010301","Mipo Kompleks"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 2","BOTD010302","Rekonstruksi Ankle dengan Penyulit"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 2","BOTD010304","Microsurgery Repair Digital Nerve (Multiple)"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 2","BOTD010307","Jari, Deformities, Major Reconstructive Procedure"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 2","BOTD010314","Multiple Nerve Repair Kompleks"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 2","BOTD010315","Nerve Grafting, Interfascicular Repair and Neuromuscular Transfer"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 2","BOTD010317","Anterior and Posterior Surgery in Spinal Disease/ Deformity with Stabilization/ Instrumentation"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 2","BOTD010331","Decompresion Laminectomy for HNP, Tumor, Spinal Stenosis"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 2","BOTD010354","Open Reduction of Spinal Fracture + Stabilization"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 2","BOTD010366","ORIF Fracture Pelvis Kompleks"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 2","BOTD010377","Reconstruction Shoulder Arthroscopy"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 2","BOTD010390","Revisi TKR/ THR"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 2","BOTD010392","Revision Hand Surgery"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 2","BOTD010395","Spinal Osteotomy for Ankylosing Spondylitis"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 2","BOTD010398","Total Disc Replacement (Multilevel)"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 2","BOTD010408","ORIF Intertrochanter with Severe Deformity"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 2","BOTD010420","Brachial Plexus Injury Surgery"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 2","BOTD010426","Dynamic Hip Screw (DHS) dengan Penyulit"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 2","BOTD010496","Total Ankle Replacement"
"Mitra Keluarga Bekasi Timur","BEDAH ORTHOPEDI","KHUSUS 2","BOTD010499","Unicompartmental Knee Arthroplasty"
"Mitra Keluarga Bekasi Timur","BEDAH ONKOLOGI","KECIL","BOND000001","Eksisi Tumor < 3 cm dengan Anestesi Lokal"
"Mitra Keluarga Bekasi Timur","BEDAH ONKOLOGI","KECIL","BOND000002","Insisi Biopsi Tumor dengan Anestesi Lokal atau Umum"
"Mitra Keluarga Bekasi Timur","BEDAH ONKOLOGI","KECIL","BOND000003","Insisi Drainase Abses/ Jaringan Nekrotik"
"Mitra Keluarga Bekasi Timur","BEDAH ONKOLOGI","KECIL","BOND000005","Rehecting"
"Mitra Keluarga Bekasi Timur","BEDAH ONKOLOGI","KECIL","BOND000006","Debridement Luka Kanker"
"Mitra Keluarga Bekasi Timur","BEDAH ONKOLOGI","KECIL","BOND000007","Ekstirpasi Tumor Jinak"
"Mitra Keluarga Bekasi Timur","BEDAH ONKOLOGI","KECIL","BOND000009","Insisi, Drainase, Kuretase Abses atau Mastitis"
"Mitra Keluarga Bekasi Timur","BEDAH ONKOLOGI","KECIL","BOND000011","Insisi Chemoport"
"Mitra Keluarga Bekasi Timur","BEDAH ONKOLOGI","KECIL","BOND000079","Aspirasi Kista"
"Mitra Keluarga Bekasi Timur","BEDAH ONKOLOGI","KECIL","BOND000080","Pungsi Seroma"
"Mitra Keluarga Bekasi Timur","BEDAH ONKOLOGI","KECIL","BOND000082","Core Biopsi"
"Mitra Keluarga Bekasi Timur","BEDAH ONKOLOGI","KECIL","BOND000083","Sklerosing Tumor < 3 Cm"
"Mitra Keluarga Bekasi Timur","BEDAH ONKOLOGI","KECIL","BOND000106","Vena Seksi"
