"rumah_sakit","specialty","golongan","service_code","nama_layanan"
"Mitra Keluarga Bekasi Timur","THT","KECIL","THTD010118","Pemasangan NGT via Endoskopi"
"Mitra Keluarga Bekasi Timur","THT","KECIL","THTD010120","Insisi Abses Temporal"
"Mitra Keluarga Bekasi Timur","THT","KECIL","THTD010122","Insisi dan Drainase Abses Retroaurikula"
"Mitra Keluarga Bekasi Timur","THT","KECIL","THTD010128","Injeksi Intratimpani Unilateral"
"Mitra Keluarga Bekasi Timur","THT","KECIL","THTD010141","Aspirasi Pesudocyst dan Gips Telinga"
"Mitra Keluarga Bekasi Timur","THT","KECIL","THTD010142","Ekstirpasi Pseudocyst"
"Mitra Keluarga Bekasi Timur","THT","KECIL","THTD010143","Chemical Caustic Konka"
"Mitra Keluarga Bekasi Timur","THT","KECIL","THTD010144","Chemical Caustic Faring"
"Mitra Keluarga Bekasi Timur","THT","SEDANG 1","THTD010002","Adenoidektomi"
"Mitra Keluarga Bekasi Timur","THT","SEDANG 1","THTD010003","Adenoidektomi dengan Endoskopi"
"Mitra Keluarga Bekasi Timur","THT","SEDANG 1","THTD010004","Antrostomi (Sinus Maksilaris)"
"Mitra Keluarga Bekasi Timur","THT","SEDANG 1","THTD010006","Biopsi Tumor Laring"
"Mitra Keluarga Bekasi Timur","THT","SEDANG 1","THTD010007","Biopsi Tumor Nasofaring"
"Mitra Keluarga Bekasi Timur","THT","SEDANG 1","THTD010017","Ekstirpasi Ateroma Lobulus Telinga"
"Mitra Keluarga Bekasi Timur","THT","SEDANG 1","THTD010019","Ekstirpasi Kista Sinus Paranasal"
"Mitra Keluarga Bekasi Timur","THT","SEDANG 1","THTD010020","Ekstirpasi Preaurikuler Fistel"
"Mitra Keluarga Bekasi Timur","THT","SEDANG 1","THTD010021","Ekstirpasi Tumor Daun Telinga"
"Mitra Keluarga Bekasi Timur","THT","SEDANG 1","THTD010022","Ekstirpasi Tumor Laring"
"Mitra Keluarga Bekasi Timur","THT","SEDANG 1","THTD010023","Ekstirpasi Tumor Nasofaring"
"Mitra Keluarga Bekasi Timur","THT","SEDANG 1","THTD010025","Ekstraksi Benda Asing Laringofaring"
"Mitra Keluarga Bekasi Timur","THT","SEDANG 1","THTD010027","Ekstraksi Polip"
"Mitra Keluarga Bekasi Timur","THT","SEDANG 1","THTD010030","Esofagoskopi Fleksibel"
"Mitra Keluarga Bekasi Timur","THT","SEDANG 1","THTD010031","Ethmoidektomi (Intranasal)"
"Mitra Keluarga Bekasi Timur","THT","SEDANG 1","THTD010040","Insisi Abses Peritonsil"
"Mitra Keluarga Bekasi Timur","THT","SEDANG 1","THTD010043","Irigasi Sinus/ DAWO"
"Mitra Keluarga Bekasi Timur","THT","SEDANG 1","THTD010046","Laringoskopi"
"Mitra Keluarga Bekasi Timur","THT","SEDANG 1","THTD010057","Pemasangan Grommet"
"Mitra Keluarga Bekasi Timur","THT","SEDANG 1","THTD010058","Pemasangan T - Tube"
"Mitra Keluarga Bekasi Timur","THT","SEDANG 1","THTD010059","Pembukaan Lubang Hidung"
"Mitra Keluarga Bekasi Timur","THT","SEDANG 1","THTD010060","Regional Flap"
"Mitra Keluarga Bekasi Timur","THT","SEDANG 1","THTD010061","Reposisi Tertutup Fraktur Os Nasal"
"Mitra Keluarga Bekasi Timur","THT","SEDANG 1","THTD010066","Septum Reseksi/ SMR"
"Mitra Keluarga Bekasi Timur","THT","SEDANG 1","THTD010070","Tonsilektomi"
"Mitra Keluarga Bekasi Timur","THT","SEDANG 1","THTD010074","Trakeoskopi"
"Mitra Keluarga Bekasi Timur","THT","SEDANG 1","THTD010076","Turbinektomi/ Konkotomi"
"Mitra Keluarga Bekasi Timur","THT","SEDANG 1","THTD010078","Insisi dan Drainase Abses Preaurikula"
"Mitra Keluarga Bekasi Timur","THT","SEDANG 1","THTD010080","Mikrolaringoskopi"
"Mitra Keluarga Bekasi Timur","THT","SEDANG 1","THTD010087","Evakuasi Darah dari Sinus Maksilaris"
"Mitra Keluarga Bekasi Timur","THT","SEDANG 1","THTD010097","Debridement Sinus Maxilaris"
"Mitra Keluarga Bekasi Timur","THT","SEDANG 1","THTD010099","Uvuloplasti"
"Mitra Keluarga Bekasi Timur","THT","SEDANG 1","THTD010101","Esofagoskopi"
"Mitra Keluarga Bekasi Timur","THT","SEDANG 1","THTD010115","Nasofaringoskopi Diagnostik"
"Mitra Keluarga Bekasi Timur","THT","SEDANG 1","THTD010117","Ekstraksi Polip Multiple"
"Mitra Keluarga Bekasi Timur","THT","SEDANG 1","THTD010123","Turbinoplasty"
"Mitra Keluarga Bekasi Timur","THT","SEDANG 1","THTD010124","Ekstirpasi Atherom"
"Mitra Keluarga Bekasi Timur","THT","SEDANG 1","THTD010131","Eksisi Perikondritis"
"Mitra Keluarga Bekasi Timur","THT","SEDANG 1","THTD010137","Pemasangan Pipa Shepard"
"Mitra Keluarga Bekasi Timur","THT","SEDANG 1","THTD010140","Ekstraksi Cholesteatom Eksternal"
"Mitra Keluarga Bekasi Timur","THT","BESAR 1","THTD010011","Eksisi Kista Duktus Tiroglossus"
"Mitra Keluarga Bekasi Timur","THT","BESAR 1","THTD010012","Eksplorasi Asbes Parafaring"
"Mitra Keluarga Bekasi Timur","THT","BESAR 1","THTD010013","Eksplorasi Kista Tiroid"
"Mitra Keluarga Bekasi Timur","THT","BESAR 1","THTD010014","Eksplorasi Laring"
"Mitra Keluarga Bekasi Timur","THT","BESAR 1","THTD010033","Faringotomi"
"Mitra Keluarga Bekasi Timur","THT","BESAR 1","THTD010036","Fronto Ethmoidektomi"
"Mitra Keluarga Bekasi Timur","THT","BESAR 1","THTD010038","Hemiglosektomi"
"Mitra Keluarga Bekasi Timur","THT","BESAR 1","THTD010044","Labioplasti"
"Mitra Keluarga Bekasi Timur","THT","BESAR 1","THTD010050","Mastoidektomi Sederhana"
"Mitra Keluarga Bekasi Timur","THT","BESAR 1","THTD010053","Operasi Caldwell - Luc"
"Mitra Keluarga Bekasi Timur","THT","BESAR 1","THTD010055","Panendoskopi"
"Mitra Keluarga Bekasi Timur","THT","BESAR 1","THTD010071","Tonsilektomi + Adenoidektomi"
"Mitra Keluarga Bekasi Timur","THT","BESAR 1","THTD010075","Trakeostomi"
"Mitra Keluarga Bekasi Timur","THT","BESAR 1","THTD010083","Faringeal Flap"
"Mitra Keluarga Bekasi Timur","THT","BESAR 1","THTD010084","Fore Head Flap"
"Mitra Keluarga Bekasi Timur","THT","BESAR 1","THTD010085","Myocutaneus Flap (Pectoralis Mayor)"
"Mitra Keluarga Bekasi Timur","THT","BESAR 1","THTD010086","Neurektomi Syaraf Vidian"
"Mitra Keluarga Bekasi Timur","THT","BESAR 1","THTD010096","Neurectomy Nervus Medianus"
"Mitra Keluarga Bekasi Timur","THT","BESAR 1","THTD010116","Konkoplasty"
"Mitra Keluarga Bekasi Timur","THT","BESAR 1","THTD010121","Konkotomi Bilateral"
"Mitra Keluarga Bekasi Timur","THT","BESAR 1","THTD010126","Turbinektomi dengan Endoscopy"
"Mitra Keluarga Bekasi Timur","THT","BESAR 1","THTD010127","Septoplasty dengan Endoscopy"
"Mitra Keluarga Bekasi Timur","THT","BESAR 1","THTD010133","Polipectomi dengan Endoscopy"
"Mitra Keluarga Bekasi Timur","THT","BESAR 1","THTD010135","Reduksi Konka dengan RF"
"Mitra Keluarga Bekasi Timur","THT","BESAR 1","THTD010139","Tonsilektomi dengan Penyulit"
"Mitra Keluarga Bekasi Timur","THT","BESAR 1","THTD010145","Revisi Sinekia Hidung"
"Mitra Keluarga Bekasi Timur","THT","BESAR 1","THTD010146","Insisi Abses Parafaring"
"Mitra Keluarga Bekasi Timur","THT","BESAR 2","THTD010037","Glosektomi Total"
"Mitra Keluarga Bekasi Timur","THT","BESAR 2","THTD010049","Mastoidektomi Radikal"
"Mitra Keluarga Bekasi Timur","THT","BESAR 2","THTD010051","Miringoplasti"
"Mitra Keluarga Bekasi Timur","THT","BESAR 2","THTD010054","Palatoplasti"
"Mitra Keluarga Bekasi Timur","THT","BESAR 2","THTD010062","Rinoplasti"
"Mitra Keluarga Bekasi Timur","THT","BESAR 2","THTD010063","Rinotomi Lateralis"
"Mitra Keluarga Bekasi Timur","THT","BESAR 2","THTD010065","Septoplasti"
"Mitra Keluarga Bekasi Timur","THT","BESAR 2","THTD010067","Stapedektomi"
"Mitra Keluarga Bekasi Timur","THT","BESAR 2","THTD010068","Temporal Bone Resection"
"Mitra Keluarga Bekasi Timur","THT","BESAR 2","THTD010090","Diseksi Leher"
"Mitra Keluarga Bekasi Timur","THT","BESAR 2","THTD010129","Canaloplasty"
"Mitra Keluarga Bekasi Timur","THT","KHUSUS 1","THTD010008","BSEF/ FESS lanjut Ekstirpasi Tumor, Penutupan Defek Intrakranial"
"Mitra Keluarga Bekasi Timur","THT","KHUSUS 1","THTD010016","Ekstirpasi Angiofibroma"
"Mitra Keluarga Bekasi Timur","THT","KHUSUS 1","THTD010032","Ethmoidektomi (PE)"
"Mitra Keluarga Bekasi Timur","THT","KHUSUS 1","THTD010034","FESS Unilateral"
"Mitra Keluarga Bekasi Timur","THT","KHUSUS 1","THTD010035","FESS Bilateral"
"Mitra Keluarga Bekasi Timur","THT","KHUSUS 1","THTD010045","Laringektomi + RND"
"Mitra Keluarga Bekasi Timur","THT","KHUSUS 1","THTD010064","RND - Radical Neck Dissection"
"Mitra Keluarga Bekasi Timur","THT","KHUSUS 1","THTD010069","Timpanoplasti"
"Mitra Keluarga Bekasi Timur","THT","KHUSUS 1","THTD010072","Tonsilektomi + Adenoidektomi dengan Endoskopi"
"Mitra Keluarga Bekasi Timur","THT","KHUSUS 1","THTD010073","Tonsilektomi dengan Endoskopi"
"Mitra Keluarga Bekasi Timur","THT","KHUSUS 1","THTD010089","Rekontruksi Hidung Telinga"
"Mitra Keluarga Bekasi Timur","THT","KHUSUS 1","THTD010104","Laringektomi"
"Mitra Keluarga Bekasi Timur","THT","KHUSUS 1","THTD010119","Tumor Parotis/ Parotiroidektomi"
"Mitra Keluarga Bekasi Timur","THT","KHUSUS 1","THTD010130","Rekonstruksi Telinga Luar"
"Mitra Keluarga Bekasi Timur","THT","KHUSUS 1","THTD010138","Trakeostomi Dengan Penyulit"
"Mitra Keluarga Bekasi Timur","ENDOSKOPI","KECIL","ENDD020002","EGD"
"Mitra Keluarga Bekasi Timur","ENDOSKOPI","KECIL","ENDD020003","EGD + Biopsi"
"Mitra Keluarga Bekasi Timur","ENDOSKOPI","KECIL","ENDD020004","EGD + Polipektomi"
"Mitra Keluarga Bekasi Timur","ENDOSKOPI","KECIL","ENDD020005","EGD + Ekstraksi Corpus Alineum"
"Mitra Keluarga Bekasi Timur","ENDOSKOPI","KECIL","ENDD020006","Skleroterapi Varices Esofagus"
"Mitra Keluarga Bekasi Timur","ENDOSKOPI","KECIL","ENDD020007","Ligasi Varices Esofagus"
"Mitra Keluarga Bekasi Timur","ENDOSKOPI","KECIL","ENDD020011","EGD + Angkat Stent"
"Mitra Keluarga Bekasi Timur","ENDOSKOPI","KECIL","ENDD020012","EGD + Hemostasis"
"Mitra Keluarga Bekasi Timur","ENDOSKOPI","KECIL","ENDD020013","Biopsi Hati"
"Mitra Keluarga Bekasi Timur","ENDOSKOPI","KECIL","ENDD020014","Pemasangan PEG Tail Ascites (Peritoneum)"
"Mitra Keluarga Bekasi Timur","ENDOSKOPI","KECIL","ENDD020015","Punsi Aspirasi Abses/ Kista Hati"
"Mitra Keluarga Bekasi Timur","ENDOSKOPI","KECIL","ENDD020016","Percutaneus Ethanol Injection Treatment"
"Mitra Keluarga Bekasi Timur","ENDOSKOPI","KECIL","ENDD030001","Kolonoskopi"
"Mitra Keluarga Bekasi Timur","ENDOSKOPI","KECIL","ENDD030002","Kolonoskopi + Biopsi"
"Mitra Keluarga Bekasi Timur","ENDOSKOPI","KECIL","ENDD030003","Kolonoskopi + Ekstraksi Corpus Alineum"
"Mitra Keluarga Bekasi Timur","ENDOSKOPI","KECIL","ENDD030006","Kolonoskopi + Angkat Stent"
"Mitra Keluarga Bekasi Timur","ENDOSKOPI","SEDANG 1","ENDD010002","Fiber Optic Bronkoskopi dengan BAL/ Biopsi/ Toilette"
"Mitra Keluarga Bekasi Timur","ENDOSKOPI","SEDANG 1","ENDD010006","Bronkoskopi Diagnostik"
"Mitra Keluarga Bekasi Timur","ENDOSKOPI","SEDANG 1","ENDD010007","Bronkoskopi Therapeutik/ BW"
"Mitra Keluarga Bekasi Timur","ENDOSKOPI","SEDANG 1","ENDD010008","Bronkoskopi Biopsi/ Sikatan/ Pendarahan"
"Mitra Keluarga Bekasi Timur","ENDOSKOPI","SEDANG 1","ENDD020017","Dilatasi Esofagus (Ballon Achalasia)"
"Mitra Keluarga Bekasi Timur","ENDOSKOPI","SEDANG 1","ENDD040001","ERCP Diagnostik"
"Mitra Keluarga Bekasi Timur","ENDOSKOPI","BESAR 1","ENDD030007","Kolonoskopi + Hemostasis (Histoacryl)"
"Mitra Keluarga Bekasi Timur","ENDOSKOPI","BESAR 1","ENDD010010","Bronkoskopi Evakuasi Benda Asing (Corpus Alineum)"
"Mitra Keluarga Bekasi Timur","ENDOSKOPI","BESAR 1","ENDD040011","Papilotomi/ Sphincterotomy"
"Mitra Keluarga Bekasi Timur","ENDOSKOPI","BESAR 1","ENDD040012","Papilotomi/ Sphincterotomy + Pasang Stent"
"Mitra Keluarga Bekasi Timur","ENDOSKOPI","BESAR 1","ENDD040013","Per CUT dengan Needle Knife"
"Mitra Keluarga Bekasi Timur","ENDOSKOPI","BESAR 2","ENDD030004","Kolonoskopi + Polipektomi"
"Mitra Keluarga Bekasi Timur","ENDOSKOPI","KHUSUS 1","ENDD040014","ERCP Papilotomi + Ekstrasi Batu tanpa Lithotriptor"
"Mitra Keluarga Bekasi Timur","ENDOSKOPI","KHUSUS 1","ENDD040015","ERCP Papilotomi + Ekstrasi Batu dengan Lithotriptor"
"Mitra Keluarga Bekasi Timur","ENDOSKOPI","KHUSUS 1","ENDD040016","Ductal Clearance"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","KECIL","BDGD010116","Drainase Abses Kecil"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","KECIL","BDGD010117","Eksisi Tumor Jinak Kecil"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","KECIL","BDGD010120","Pasang Thorax Drain/ WSD 1 Sisi"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","KECIL","BDGD010122","Roserplasty"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","KECIL","BDGD010123","Sirkumsisi/ Dorsumsisi"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","KECIL","BDGD010124","Dilatasi/ Businasi"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","KECIL","BDGD010142","Trakeostomi"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","KECIL","BDGD010218","Anuskopi"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","SEDANG 1","BDGD010001","Anal Fistulektomi"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","SEDANG 1","BDGD010003","Appendektomi"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","SEDANG 1","BDGD010004","Biopsi Eksisi"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","SEDANG 1","BDGD010005","Biopsi KGB"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","SEDANG 1","BDGD010006","Debridement"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","SEDANG 1","BDGD010008","Drainase Abses Perianal"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","SEDANG 1","BDGD010012","Eksplorasi dan Ekstraksi Corpus Alineum"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","SEDANG 1","BDGD010019","Hidrokelektomi per Skrotal"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","SEDANG 1","BDGD010067","Reseksi Hepar Extended"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","SEDANG 1","BDGD010069","Guided Aspirasi"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","SEDANG 1","BDGD010070","Guided Biopsi"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","SEDANG 1","BDGD010097","Eksisi Ulkus"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","SEDANG 1","BDGD010130","Drainase Abses Besar"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","SEDANG 1","BDGD010131","Eksisi FAM Single"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","SEDANG 1","BDGD010132","Eksisi Ganglion"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","SEDANG 1","BDGD010133","Eksisi Ginekomasti 1 sisi"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","SEDANG 1","BDGD010134","Eksisi Hemangioma"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","SEDANG 1","BDGD010135","Eksisi Limfangioma"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","SEDANG 1","BDGD010136","Eksisi Mamma Aberans 1 Sisi"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","SEDANG 1","BDGD010137","Eksisi Tumor Jinak Sedang"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","SEDANG 1","BDGD010141","Skin Graft Kecil"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","SEDANG 1","BDGD010144","Vena Seksi"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","SEDANG 1","BDGD010161","Eksisi Kista Duktus Tiroglossus"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","SEDANG 1","BDGD010197","Compartement Excision"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","BESAR 1","BDGD010002","Anal Fistulektomi Multiple"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","BESAR 1","BDGD010007","Debridement + Nekrotomi"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","BESAR 1","BDGD010017","Hemoroidektomi"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","BESAR 1","BDGD010022","Laparoskopi Appendektomi"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","BESAR 1","BDGD010023","Laparoskopi Diagnostik"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","BESAR 1","BDGD010049","Left Lateral Anal Sphincterotomy"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","BESAR 1","BDGD010050","Ligasi Tinggi"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","BESAR 1","BDGD010053","Pasang Tenckhoff Kateter"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","BESAR 1","BDGD010059","Repair Hernia Inguinal 1 Sisi"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","BESAR 1","BDGD010061","Repair Hernia Umbilikalis"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","BESAR 1","BDGD010063","Stapled Hemoroidopexy"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","BESAR 1","BDGD010068","Herniotomi"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","BESAR 1","BDGD010077","Repair Hernia Obturator"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","BESAR 1","BDGD010080","Repair Hernia Sikatrikalis"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","BESAR 1","BDGD010082","Gastrostomy"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","BESAR 1","BDGD010083","Piloromiotomi"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","BESAR 1","BDGD010084","Jejonostomy"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","BESAR 1","BDGD010085","Ileostomi"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","BESAR 1","BDGD010086","Venting Caecostomy"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","BESAR 1","BDGD010087","Sigmoidostomy"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","BESAR 1","BDGD010088","Repair Burst Abdomen"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","BESAR 1","BDGD010089","Polipektomi"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","BESAR 1","BDGD010090","Diagnostic Peritoneal Lavage"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","BESAR 1","BDGD010091","Peritoneal Drainase"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","BESAR 1","BDGD010092","Heller Miotomi Open"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","BESAR 1","BDGD010093","Rectopexy"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","BESAR 1","BDGD010094","Piloroplasty"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","BESAR 1","BDGD010102","Eksisi Divertikel Meckel/ Jejenum/ Ileum"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","BESAR 1","BDGD010114","Laparotomi Appendektomi dengan Komplikasi/ Penyulit"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","BESAR 1","BDGD010160","Eksisi FAM Multiple"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","BESAR 1","BDGD010166","Quadrantektomi"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","BESAR 1","BDGD010167","Skin Graft Luas"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","BESAR 1","BDGD010168","Tiroidektomi Subtotal"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","BESAR 1","BDGD010169","Wide Eksisi Soft Tissue Tumor"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","BESAR 1","BDGD010171","CAPD"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","BESAR 1","BDGD010183","Isthmo-Lobektomi Tiroid"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","BESAR 1","BDGD010188","Mastektomi Subkutaneus"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","BESAR 1","BDGD010207","Laser Closure of Anal Fistula (FILAC)"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","BESAR 1","BDGD010221","Biopsi Jaringan pada Laparotomi Diagnostik"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","BESAR 1","BDGD010222","Laparoskopi Diagnostik dan Biopsi"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","BESAR 1","BDGD010232","Seton Procedure"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","BESAR 2","BDGD010021","Kolesistostomi"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","BESAR 2","BDGD010024","Laparoskopi Eksplorasi + Adhesiolisis"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","BESAR 2","BDGD010025","Laparoskopi Eksplorasi + Drainase"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","BESAR 2","BDGD010026","Laparoskopi Inguinal Hernia Repair 1 Sisi"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","BESAR 2","BDGD010033","Laparotomi Eksplorasi"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","BESAR 2","BDGD010034","Laparotomi Eksplorasi + Adhesiolisis"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","BESAR 2","BDGD010039","Laparotomi Eksplorasi + Ileostomi"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","BESAR 2","BDGD010040","Laparotomi Eksplorasi + Kolostomi"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","BESAR 2","BDGD010042","Laparotomi Eksplorasi + Repair Perforasi Usus"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","BESAR 2","BDGD010043","Laparotomi Eksplorasi + Repair Ruptur Hepar"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","BESAR 2","BDGD010044","Laparotomi Eksplorasi + Reposisi Invaginasi"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","BESAR 2","BDGD010045","Laparotomi Eksplorasi + Splenektomi"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","BESAR 2","BDGD010046","Laparotomi Eksplorasi + Splenoraphy"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","BESAR 2","BDGD010047","Laparotomi Kolesistektomi"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","BESAR 2","BDGD010054","Pasang Tenckhoff Kateter per Laparoskopi"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","BESAR 2","BDGD010056","Reduksi Invaginasi"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","BESAR 2","BDGD010060","Repair Hernia Inguinal 1 Sisi + Ligasi Tinggi"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","BESAR 2","BDGD010079","Hernioplasty Stoppa"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","BESAR 2","BDGD010081","Laser Hemmoroidoplasty"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","BESAR 2","BDGD010165","Mastektomi Simple Unilateral"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","BESAR 2","BDGD010172","Stripping Varises"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","BESAR 2","BDGD010177","Eksisi FAM Besar > 5 cm"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","BESAR 2","BDGD010184","Laparotomi Eksplorasi + Drainase Abses Hepar"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","BESAR 2","BDGD010190","Parotidektomi Superfisial"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","BESAR 2","BDGD010191","Tiroidektomi Total"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","BESAR 2","BDGD010192","Wide Eksisi Soft Tissue Tumor + STSG"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","BESAR 2","BDGD010194","Eksisi FAM Multiple/ Bilateral > 3 buah"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","BESAR 2","BDGD010198","Diseksi KGB Axilla"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","BESAR 2","BDGD010220","T - Tube Cholangiography"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","BESAR 2","BDGD010233","Kolangiografi Intraoperatif"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","BESAR 2","BDGD010261","Tutup Kolostomi/ Ileostomi"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","KHUSUS 1","BDGD010010","DuodenoDuodenostomi"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","KHUSUS 1","BDGD010014","Gastrektomi Parsial (Billroth I)"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","KHUSUS 1","BDGD010016","Hartman Procedure"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","KHUSUS 1","BDGD010028","Laparoskopi Kolesistektomi"
"Mitra Keluarga Bekasi Timur","BEDAH DIGESTIVE","KHUSUS 1","BDGD010029","Laparoskopi Kolesistektomi + Eksplorasi CBD"
